@Lulucos_jp,2022-05-31 21:30:04,【韓国コスメNEWS】HERAから最新リキッドファンデ「シルキーステイ 24Hロングウェアファンデーション」が登場！✨24時間メイク直し必要なしだなんて、気になりすぎます夏にぴったりな軽い着け心地で毛穴＆キメカバー。ジェニーちゃんのような美しいシルキー肌になりたい♡ #ルルコスニュース ,1531613985807953921
@Lulucos_jp,2022-05-31 21:00:15,／ Lulucos 2022年上半期ベストコスメネイル編＼クチコミ投稿数No.1のベストコスメ・ネイル編を発表！今期は、乳白色タイプやネイルファンデーションなど、手指を美しく見せる効果が期待できるカラーに人気が集まりました！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531606478590619648
@Lulucos_jp,2022-05-31 20:30:03,／ Lulucos 2022年上半期ベストコスメリップ編＼クチコミ投稿数No.1のベストコスメ・リップ編を発表！KATEの「リップモンスター」は新色発売のたびに話題になりましたよね！そのほか、ティント処方のアイテムに人気が集まりました。#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531598881200295938
@Lulucos_jp,2022-05-31 20:00:14,／ Lulucos 2022年上半期ベストコスメアイメイク編その②＼クチコミ投稿数No.1のベストコスメ・アイメイク編を発表！アイシャドウはパレット・単色ともに、自然にきらめきをまとえる、肌なじみの良いピンク系カラーが多くランクイン！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531591375674048514
@Lulucos_jp,2022-05-31 19:30:04,／ Lulucos 2022年上半期ベストコスメアイメイク編その①＼クチコミ投稿数No.1のベストコスメ・アイメイク編を発表！アイブロウ・マスカラは、暖色系ブラウンが人気。長時間、美しい仕上がりをキープできるアイテムが多くランクイン！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531583785170776065
@Lulucos_jp,2022-05-31 19:03:03,／ Lulucos 2022年上半期ベストコスメベースメイク編✨その③＼クチコミ投稿数No.1のベストコスメ・ベースメイク編を発表！ファンデーション・フェイスパウダーともに、軽いつけ心地で自然なツヤ感をまとえるアイテムに人気が集まりました！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531576984823730177
@Lulucos_jp,2022-05-30 21:30:09,デコルテ美人になれると話題のNARSのボディオイル本当につやんつやんになって、鎖骨がヘルシーに美しくなる…！ビフォーアフター撮ってみたんですが、艶感があった方がやはり綺麗に見えます「デコルテまで顔！」とよく聞くので、肌見せ時期はしっかり整えていきたいです✨ #ルルコスレポ ,1531251616737034241
@Lulucos_jp,2022-05-30 21:00:12,／ Lulucos 2022年上半期ベストコスメベースメイク編✨その②＼クチコミ投稿数No.1のベストコスメ・ベースメイク編を発表！チーク・ハイライトは、自然なツヤや透明感を演出できるアイテムで、青みを含んだカラーに人気が集まりました！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531244078524153857
@Lulucos_jp,2022-05-30 20:30:04,／ Lulucos 2022年上半期ベストコスメベースメイク編✨その①＼クチコミ投稿数No.1のベストコスメ・ベースメイク編を発表！日焼け止め・化粧下地は、UVカット効果がありながらも軽いつけ心地で、トーンアップ効果のあるアイテムが人気でした！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531236498456326144
@Lulucos_jp,2022-05-30 20:00:13,ルルコス成分党・スキンケア指導士養成講師の坂下莉咲です！ 毛穴悩みを抱えているすべての人に伝えたい 原液コスメで人気のチューンメーカーズでバズっている「ウィッチヘーゼルエキス」って知ってる？ 欧米ですでに流行っている美容法の話題成分を解説！ #ルルコス成分党 ,1531228982947233792
@Lulucos_jp,2022-05-30 19:30:04,【月美容】本日30日は新月✨ 再生、浄化、デトックスのパワーが高まる「#新月」には、新しいスキンケア・浄化・断食をするなどのリセット美容が◎。ぜひ今夜取り入れてみて。ちなみに、浄化美容アイテムとして「Foretment」のパロサント×アメジストのお風呂用バスチップなどがおすすめですよ 編集S ,1531221398538321920
@Lulucos_jp,2022-05-30 18:00:38,／ Lulucos 2022年上半期ベストコスメスキンケア編その②＼クチコミ投稿数No.1のベストコスメ・スキンケア編を発表！化粧水・美容液・クリームは低刺激で、毛穴ケアやトーンアップアイテムが人気。半分が韓国コスメという結果になりました！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531198891332251650
@Lulucos_jp,2022-05-30 17:00:30,／ Lulucos 2022年上半期ベストコスメスキンケア編その①＼クチコミ投稿数No.1のベストコスメ・スキンケア編を発表！ベスコス常連の「ファンケル」が2冠！そのほか毛穴汚れや角質をケアしてくれる酵素系やクレイ系のアイテムが人気でした！#ルルコスベスコス #ルルコスベスコス2022上半期 ,1531183759726239744
@Lulucos_jp,2022-05-29 20:00:11,ルルコス成分党・美容皮膚科看護師のさくらです1年間使ってみたら手放せなくなったビタミンC化粧品「メラノCC薬用しみ対策シリーズ」安定の大人気理由にせまる！どれを使うか悩みますよね？みんなが悩むニキビ・肌あれ・毛穴や未来のしみ予防に。なりたい肌別に紹介しました！#ルルコス成分党 ,1530866590618890240
@Lulucos_jp,2022-05-29 18:00:11,【chisatoさん流 桃っぽネイル】①クリアイエローを塗布。②コーラル系(濃い色)のハケをキッチンペーパーなどでぬぐい、トントンたたくように爪に色を重ねる。③クリアピンク、クリアコーラルを②と同様に重ねて塗布。#セルフネイル #桃ネイル#みんなのルルコスレビュー ,1530836387771330560
@Lulucos_jp,2022-05-28 21:00:57,昨日から始まったメガ割のオススメまとめました！よかったら参考にしてみてください今回買うものめっちゃ悩んでるので、みなさんの推しもぜひ教えてくださいとりあえず今のところカートにnumbuzinが入ってます（笑）-韓国コスメオタク編集N#Qoo10メガ割  #メガ割#Qoo10 #編集部員の本気買い ,1530519494447493122
@Lulucos_jp,2022-05-28 20:00:19,ルルコス成分党・元BA弦月です美白ケアで人気のトラネキサム酸系コスメをこつこつとリピしていたら、ファンデのカラーを1トーン明るくできました薬局で買えるコスパ最強なトラネキサム酸配合の名品コスメをまとめました！安定の大人気理由にせまる！ #ルルコス成分党 #ちふれ #白潤 #イハダ ,1530504233417441280
@Lulucos_jp,2022-05-28 18:00:11,【今週のPICK UP】Dear. A シャイン オンミー ネイル カラーカラーの可愛さはさることながら、とにかくポリッシュ自体の質がいい！60秒で乾く速乾、有害物質が入っていなくて爪に優しい✨-mina___85@DrAlthea1 #メガ割おすすめ#Qoo10メガ割 #Qoo10 #メガ割#みんなのルルコスレビュー ,1530474003005308928
@Lulucos_jp,2022-05-27 21:00:25,【今週のPICK UP】One-day's you(ワンデイズユー) ノーモア ブラックヘッドびっっくりするほどスースーします！15分後、コットンで拭き取りながら外してみるとなかなかつるつるな仕上がり◎-☆ふくすけ☆@onedaysyou_jp #メガ割おすすめ#Qoo10メガ割 #Qoo10 #メガ割#みんなのルルコスレビュー ,1530156969641639936
@Lulucos_jp,2022-05-27 20:30:12,【#ルルコス速報 】リンメルの新作発表会でみつけたキラキラの単色アイシャドウが可愛すぎました…ラメ感しっかりなのにラメ落ちしにくく超優秀！また、大人気「ショコラスウィート アイズ」の新色や、秋発売の4色入りアイシャドウパレットも捨て色なしの配色で可愛かったです@rimmellondonJP ,1530149368157700096
@Lulucos_jp,2022-05-27 20:00:10,ルルコス成分党・元BAの弦月です今年は肌負担の少ない「ジェル洗顔」がアツい！！パックのように包み込んでくすみや毛穴にアプローチ。ジェルのとろみでこすらず洗えるから肌荒れ時にもやさしいんです注目の優秀アイテムを成分目線でご紹介します！ #ルルコス成分党 ,1530141809955209216
@Lulucos_jp,2022-05-26 21:00:16,＼M・A・C ×『ストレンジャー シングス 未知の世界』／コラボアイテムが発売されます！ファンにはたまらない◆5月24日公式オンラインストア先行発売◆5月27日全国発売（この5月27日はシーズン4 Vol.1の配信日です）#ストレンジャーシングス #MAC #StrangerThings4 #ルルコスニュース ,1529794546728841216
@Lulucos_jp,2022-05-26 20:00:08,３名様に当たる！#mude @mude_jp人気のハグクッションマスクに付きにくいセミマットな陶器肌に✨肌苦しさを感じないカバー力も嬉しい！===① @Lulucos_jp をフォロー②この投稿をRT当選率アップ：@mude_jp をフォロー締切：6/1(水) 23:59#ルルコスプレキャン #クッションファンデ #ファンデ ,1529779412463341568
@Lulucos_jp,2022-05-26 19:00:02,⚡️モーメントを公開しました！本日5/26は、ご(5)くじょうふ(2)ろ(6)「極上風呂」の語呂合わせにちなんだ #源泉かけ流し温泉の日 ♨家のお風呂よりも長湯がたのしい温泉旅に持っていきたい「バスタイム美容コスメ」をまとめました！皆さんは何を持っていきますか？,1529764286771642368
@Lulucos_jp,2022-05-25 21:00:13,【#ルルコス速報 】ゲランの新作発表会でみつけたアイシャドウパレットが素敵すぎましたまるで宝石のような輝きを放つ、4色入りのパレット「オンブル ジェ」。あざやかな発色と深みのある仕上がりが魅力。色の濃淡やぼかしも自由自在。カラバリは豊富な6色展開。みなさんのお好みは何色ですか？ ,1529432147022721024
@Lulucos_jp,2022-05-25 20:30:07,家のお風呂よりも長湯がたのしい銭湯やサウナ、温泉旅。皆さんは“バスタイム美容”に何を持っていきますか？♨ヘアケアやフェイスマスクを数分置く時間も苦じゃないし、軽石を使っての足裏ケアも「ならでは」で楽しい✨ ,1529424570964647936
@Lulucos_jp,2022-05-25 20:00:23,ルルコス成分党・スキンケア指導士養成講師の木下キノコですシミ対策や美白ケアにナイアシンアミドが大人気ですよね✨薬局で買えるコスパ神なナイアシンアミド配合の２大・名品コスメをピックアップ！安定の大人気理由にせまる！ #ルルコス成分党 #極潤 #モイスチュアマイルド ,1529417085369339904
@Lulucos_jp,2022-05-25 19:00:14,⚡️モーメントを公開しました！毎日欠かせない日焼け止めと上手に付き合っていきたい！皮膚科医医師やメイクさんに聞いた、最新・UV対策の注意点まとめです✍,1529401951384784896
@Lulucos_jp,2022-05-25 16:38:01,日焼け止めのぬり忘れで気をつけたいのが「手の甲」服から出てるし手洗い等で落ちやすいんです…！＜皮膚科医おすすめの塗り方＞①日焼け止めを手の甲にとる②手の甲を使って顔の高い位置(おでこ／あご／鼻／両頬)5点にON③こすらないようやさしく顔全体になじませる ,1529366160449253376
@Lulucos_jp,2022-05-24 21:01:04,5/21発売、KATEの新作リップ塗ってしばらくすると色味が変わるなんて遊び心満載シアーな色付きなので、手持ちのリップとの重ね付けもおすすめですパウチタイプの容器は、一見リップに見えなくて面白い✨ナイトバカンスリップジェル 数量限定４色 各1540円（税込）編集部調べ#ルルコスレポ ,1529069971799949312
@Lulucos_jp,2022-05-24 20:00:19,ルルコス成分党・美容皮膚科看護師のさくらです‍♀️朝メイクが完成すると日焼け止めの塗り直しって困難だからメイクの上からUV対策できるパウダーが重宝。成分党としてはフラーレン入りを推したい！！フラーレンは抗酸化成分でそのパワーはビタミンCの172倍といわれており美肌の味方✨#ルルコス成分党 ,1529054681145610240
@Lulucos_jp,2022-05-24 19:07:11,⚡️モーメントを公開しました！そのカラーメイク、もう古いかも…？2022年の春夏新作カラーコスメををまとめました,1529041309528231936
@Lulucos_jp,2022-05-24 18:00:35,【#ルルコス速報 】uneven（アニヴェン）の展示会でみつけた新作アイブロウが優秀すぎて感動 しっとり高密着のアイブロウパウダー、ブラシがコンパクトで使いやすさ◎のアイブロウマスカラ、ほどよくコシのある熊野筆のアイブロウブラシは1320円という衝撃の価格！発売日が待ちきれません… ,1529024551564087296
@Lulucos_jp,2022-05-23 20:38:53,⚡️モーメントを公開しました！本日5月23日はキスの日キスしても落ちない！？落ちにくいリップに関する投稿をまとめましたマスク生活にも役立つアイテムを探してみてね！,1528702002041339905
